,sec_school,longitude,latitude,postcode,suburb
1076,STAWELL COLLEGE GOLD REEF CAMPUS,142.783760016964,-37.0567899715542,3380,STAWELL
1077,STAWELL TECHNICAL SCHOOL,142.781810019245,-37.057349971442,3380,STAWELL
1078,CAULFIELD JUNIOR COLLEGE,145.021569985145,-37.8720999917751,3161,CAULFIELD NORTH
1079,CHRISTIAN COLLEGE HIGHTON - BELMONT CAMPUS,144.323929971395,-38.1894900098683,3216,BELMONT
1080,CAMPERDOWN COLLEGE - BROOKE STREET,143.142359984395,-38.2350399913372,3260,CAMPERDOWN
1081,PENLEIGH AND ESSENDON GRAMMAR SCHOOL - ESSENDON CAMPUS,144.919089974813,-37.753600000033,3040,ESSENDON
1082,MOUNT SCOPUS MEMORIAL COLLEGE - GANDEL BESEN HOUSE CAMPUS,145.00196998334,-37.8740699914438,3183,ST KILDA EAST
1083,THE HAMILTON AND ALEXANDRA COLLEGE - JUNIOR CAMPUS,142.033320056896,-37.729200013314,3300,HAMILTON
1084,AUSTRALIAN INTERNATIONAL ACADEMY OF EDUCATION - KING KHALID COBURG CAMPUS,144.966129997536,-37.7363200021368,3058,COBURG
1085,ANTONINE COLLEGE - CEDAR CAMPUS,144.978229991313,-37.7467200030288,3058,COBURG
1086,MERBEIN P-10 COLLEGE - STURT HIGHWAY CAMPUS,142.027590033718,-34.2152600317122,3505,MERBEIN SOUTH
1087,SEYMOUR COLLEGE - GRANT STREET CAMPUS,145.141769983667,-37.0308000067798,3660,SEYMOUR
1088,ST MARYS SCHOOL - SECOND CAMPUS,144.996340000995,-37.8586999969629,3183,ST KILDA EAST
1089,BORONIA K-12 COLLEGE - RANGEVIEW CAMPUS,145.289419975046,-37.8589199972126,3155,BORONIA
1090,MERBEIN P-10 COLLEGE - JENNER STREET CAMPUS,142.050650009738,-34.1714500297167,3505,MERBEIN
1091,MERBEIN P-10 COLLEGE - PASCHENDALE AVENUE CAMPUS,142.016799991273,-34.1671900207905,3505,MERBEIN WEST
1092,TERANG COLLEGE - P-4 CAMPUS,142.907869986395,-38.2432299892252,3264,TERANG
1093,NEERIM SOUTH SECONDARY COLLEGE,145.956679988183,-38.0169399986049,3831,NEERIM SOUTH
1094,NEERIM DISTRICT SECONDARY COLLEGE,145.956679988183,-38.0169399986049,3831,NEERIM SOUTH
1095,NEERIM SOUTH HIGH SCHOOL,145.956679988183,-38.0169399986049,3831,NEERIM SOUTH
1096,NEWCOMB SECONDARY COLLEGE,144.395199972748,-38.1711299944519,3219,NEWCOMB
1097,NEWCOMB HIGH SCHOOL,144.395199972748,-38.1711299944519,3219,NEWCOMB
1098,NEWLANDS SECONDARY COLLEGE,144.975139987027,-37.73585000275,3058,COBURG
1099,NEWLANDS HIGH SCHOOL,144.975139987027,-37.73585000275,3058,COBURG
1100,Rubicon Outdoor Centre,145.821389981798,-37.2950000143261,3712,RUBICON
1101,NIDDRIE HIGH SCHOOL,144.878200014521,-37.7292900020981,3042,AIRPORT WEST
1102,NOBLE PARK NORTH HIGH SCHOOL,145.189309974165,-37.9428999957769,3174,NOBLE PARK NORTH
1103,NIDDRIE SECONDARY COLLEGE,144.886179976263,-37.7466800017488,3042,NIDDRIE
1104,NIDDRIE TECHNICAL SCHOOL,144.886179976263,-37.7466800017488,3042,NIDDRIE
1105,ROSEHILL SECONDARY COLLEGE,144.886179976263,-37.7466800017488,3042,NIDDRIE
1106,SAINT ALBANS SECONDARY COLLEGE,144.808409980865,-37.7455300024632,3021,ST ALBANS
1107,SAINT ALBANS HIGH SCHOOL,144.808409980865,-37.7455300024632,3021,ST ALBANS
1108,ST ALBANS SECONDARY COLLEGE,144.808409980865,-37.7455300024632,3021,ST ALBANS
1109,NUMURKAH HIGH SCHOOL,145.446269992096,-36.0799500338945,3636,NUMURKAH
1110,SALE COLLEGE GUTHRIDGE CAMPUS,147.083480021134,-38.0956799842795,3850,SALE
1111,SALE HIGH SCHOOL,147.083480021134,-38.0956799842795,3850,SALE
1112,SANDRINGHAM COLLEGE BEAUMARIS CAMPUS,145.031259976856,-37.978179992096,3193,BEAUMARIS
1113,SCORESBY SECONDARY COLLEGE,145.236199981001,-37.8886399966939,3179,SCORESBY
1114,Rubicon School Camp,145.821389981798,-37.2950000143261,3712,RUBICON
1115,Rubicon Outdoor Centre - Thornton Campus,145.821389981798,-37.2950000143261,3712,RUBICON
1116,Rubicon Outdoor School,145.821389981798,-37.2950000143261,3712,RUBICON
1117,WHITEHORSE TECHNICAL COLLEGE,145.125420005881,-37.8192899865931,3128,BOX HILL
1118,WHITTLESEA TECHNICAL SCHOOL,145.120179963006,-37.5150499993364,3757,WHITTLESEA
1119,CHANDLER HIGH SCHOOL,145.182779979714,-37.9844299945814,3174,NOBLE PARK
1120,ENDEAVOUR HILLS TECHNICAL SCHOOL,145.242369969917,-37.9790099986822,3802,ENDEAVOUR HILLS
1121,EPPING SECONDARY COLLEGE,145.03342999392,-37.6440000021723,3076,EPPING
1122,ERINBANK SECONDARY COLLEGE,144.906529993849,-37.6715100006671,3049,WESTMEADOWS
1123,SOMERVILLE SECONDARY COLLEGE,145.182369958702,-38.2734599963328,3913,TYABB
1124,MOUNT EVELYN SECONDARY COLLEGE,145.384189967956,-37.7748799973129,3796,MOUNT EVELYN
1125,BALMORAL K-12 COMMUNITY COLLEGE,141.783339952136,-37.2427600084127,3407,BALMORAL
1126,DANDENONG HIGH SCHOOL - CLEELAND CAMPUS,145.21334997406,-37.9782799966625,3175,DANDENONG
1127,OMEO HIGHER ELEMENTARY SCHOOL,147.597639971903,-37.0970699630791,3898,OMEO
1128,ORBOST SECONDARY COLLEGE,148.466349995085,-37.7041099931486,3888,ORBOST
1129,CATHOLIC REGIONAL COLLEGE NORTH KEILOR,144.805059986338,-37.6999400029535,3038,KEILOR LODGE
1130,CATHOLIC REGIONAL COLLEGE,144.771019982317,-37.6991200016463,3037,SYDENHAM
1131,CATHOLIC REGIONAL COLLEGE,144.550409996831,-37.6772499967066,3337,MELTON WEST
1132,CHELTENHAM SECONDARY COLLEGE,145.068679998002,-37.9537599925163,3192,CHELTENHAM
1133,CHRISTIAN COLLEGE INSTITUTE OF SENIOR EDUCATION - MAIN CAMPUS,144.303669991167,-38.187670014526,3216,WAURN PONDS
1134,CLONARD COLLEGE,144.330479956505,-38.1300799969356,3218,HERNE HILL
1135,ELWOOD COLLEGE,144.98519998636,-37.8823199913464,3184,ELWOOD
1136,EMERALD SECONDARY COLLEGE,145.458739962341,-37.9242699954765,3782,EMERALD
1137,Gilmore College for Girls,144.894890001092,-37.7990899986667,3011,FOOTSCRAY
1138,GROVEDALE COLLEGE,144.327439989566,-38.2104000162268,3216,GROVEDALE
1139,HOLMES SECONDARY COLLEGE,144.972279978442,-37.8102899970163,3000,MELBOURNE
1140,KILBREDA COLLEGE,145.065709986185,-37.9841499944999,3194,MENTONE
1141,KILLESTER COLLEGE,145.152019975881,-37.9590699962963,3171,SPRINGVALE
1142,KOO WEE RUP SECONDARY COLLEGE,145.495779977117,-38.1970899977726,3981,KOO WEE RUP
1143,KORUMBURRA SECONDARY COLLEGE,145.803900000503,-38.4438699972209,3950,KORUMBURRA
1144,LARA SECONDARY COLLEGE,144.411569972046,-38.0181799965959,3212,LARA
1145,LORETO COLLEGE,143.823469991058,-37.556859999597,3350,LAKE WENDOUREE
1146,LUTHER COLLEGE,145.272909986317,-37.7829599965909,3136,CROYDON HILLS
1147,MAZENOD COLLEGE,145.166139967258,-37.9151999970013,3170,MULGRAVE
1148,MENTONE GIRLS SECONDARY COLLEGE,145.053499999753,-37.9801799926358,3194,MENTONE
1149,MERCY COLLEGE,144.964559992449,-37.7304000029927,3058,COBURG NORTH
1150,MONTEREY SECONDARY COLLEGE,145.147719985171,-38.1261199970298,3200,FRANKSTON NORTH
1151,MONTMORENCY SECONDARY COLLEGE,145.113609985444,-37.7140800011246,3094,MONTMORENCY
1152,MOUNT LILYDALE MERCY COLLEGE,145.357749977207,-37.7507599973115,3140,LILYDALE
1153,NAGLE COLLEGE,147.587649987522,-37.8370999869919,3875,BAIRNSDALE
1154,NAZARETH COLLEGE,145.195459973389,-37.9402299971866,3174,NOBLE PARK NORTH
1155,OUR LADY OF SION COLLEGE,145.129920007203,-37.8183499868978,3128,BOX HILL
1156,PATTERSON RIVER SECONDARY COLLEGE,145.134739977163,-38.0834999968704,3198,SEAFORD
1157,SUNSHINE COLLEGE - NORTH SUNSHINE CAMPUS,144.840539985223,-37.774080000818,3020,SUNSHINE NORTH
1158,EMMANUEL COLLEGE - NOTRE DAME CAMPUS,144.744219987202,-37.8835499979795,3030,POINT COOK
1159,BELLARINE SECONDARY COLLEGE - OCEAN GROVE CAMPUS,144.541769969388,-38.2598400017175,3226,OCEAN GROVE
1160,AL-TAQWA COLLEGE - OLIVE BRANCH ANNEXE,144.695769982526,-37.8098899952607,3029,TARNEIT
1161,KURNAI COLLEGE - PRECINCT CAMPUS,146.424889967975,-38.3093800007717,3842,CHURCHILL
1162,LAVALLA CATHOLIC COLLEGE - PRESENTATION CAMPUS,146.286950000084,-38.1837099977796,3825,NEWBOROUGH
1163,PARADE COLLEGE - PRESTON CAMPUS,145.004879995024,-37.7437200018347,3072,PRESTON
1164,WESTERN HEIGHTS SECONDARY COLLEGE - QUAMBY CAMPUS,144.333059969626,-38.1246099970718,3215,HAMLYN HEIGHTS
1165,RESERVOIR HIGH SCHOOL - RESERVOIR CAMPUS,145.029769989049,-37.7222600014081,3073,RESERVOIR
1166,LYNALL HALL COMMUNITY SCHOOL - RICHMOND CAMPUS,145.001819986481,-37.8179499960858,3121,RICHMOND
1167,PADUA COLLEGE - ROSEBUD CAMPUS,144.907299985345,-38.3729599970428,3939,ROSEBUD
1168,CAROLINE CHISHOLM CATHOLIC COLLEGE - SACRED HEART CAMPUS,144.849549968329,-37.7864300015061,3019,BRAYBROOK
1169,SANDRINGHAM COLLEGE - SANDRINGHAM YEAR 7-10 CAMPUS,145.021469953537,-37.9510299922566,3190,HIGHETT
1170,SANDRINGHAM COLLEGE - SENIOR CAMPUS,145.023349955592,-37.9566699924204,3191,SANDRINGHAM
1171,ESSENDON EAST KEILOR DISTRICT COLLEGE - SENIOR CAMPUS,144.901930011615,-37.7551900008737,3040,ESSENDON
1172,ESSENDON KEILOR COLLEGE - ESSENDON CAMPUS,144.901930011615,-37.7551900008737,3040,ESSENDON
1173,MILL PARK SECONDARY COLLEGE - SENIOR CAMPUS,145.063449997639,-37.6449499982403,3076,EPPING
1174,Castlemaine Secondary College - Senior Campus,144.214529969542,-37.077069999809,3450,CASTLEMAINE
1175,CAMBERWELL GIRLS GRAMMAR SCHOOL - SENIOR SCHOOL,145.059709995403,-37.8182099880602,3123,HAWTHORN EAST
1176,LAVALLA CATHOLIC COLLEGE - ST PAULS CAMPUS,146.515949995257,-38.1907800008233,3844,TRARALGON
1177,OZFORD COLLEGE - ENGLISH LANGUAGE CENTRE,144.965559960234,-37.8137399975782,3004,MELBOURNE
1178,COPPERFIELD COLLEGE - SYDENHAM JUNIOR CAMPUS,144.758079976221,-37.702260002792,3037,SYDENHAM
1179,HUME CENTRAL SECONDARY COLLEGE - TOWN PARK CAMPUS,144.91535996536,-37.6804400023242,3047,BROADMEADOWS
1180,ISIK COLLEGE - MEADOW FAIR CAMPUS,144.921739973228,-37.6714500007032,3047,BROADMEADOWS
1181,FRANKSTON HIGH SCHOOL - VCE CAMPUS,145.129069970641,-38.1604699989527,3199,FRANKSTON
1182,WANGARATTA HIGH SCHOOL - CUSACK STREET CAMPUS,146.313409974904,-36.3641099852001,3677,WANGARATTA
1183,ST KEVINS COLLEGE - WATERFORD CAMPUS,144.997589983847,-37.821329995817,3121,RICHMOND
1184,TRARALGON COLLEGE - WEST CAMPUS,146.519489991561,-38.1914300010919,3844,TRARALGON
1185,ST BERNARDS COLLEGE,144.883199980487,-37.7493900015629,3040,ESSENDON WEST
1186,KENSINGTON COMMUNITY HIGH SCHOOL,144.925579967975,-37.7879100006883,3031,KENSINGTON
1187,MOUNT ST JOSEPH GIRLS COLLEGE,144.811669984565,-37.8638999934172,3018,ALTONA
1188,SACRED HEART GIRLS COLLEGE,145.08607998663,-37.9021599933948,3166,HUGHESDALE
1189,ST BEDES COLLEGE,145.068209989978,-37.9911599947151,3194,MENTONE
1190,ST BRIGIDS COLLEGE,142.207939991356,-36.7173099739645,3400,HORSHAM
1191,ST JOHNS REGIONAL COLLEGE,145.226259984484,-37.9902299976324,3175,DANDENONG
1192,ST JOSEPHS COLLEGE,144.331870006139,-38.15018999815,3220,NEWTOWN
1193,ST JOSEPHS COLLEGE,144.743369865395,-36.1181498667705,3564,ECHUCA
1194,SYDNEY ROAD COMMUNITY SCHOOL,144.961879976654,-37.7696900030534,3056,BRUNSWICK
1195,ASSUMPTION COLLEGE,144.947629991585,-37.3010100021543,3764,KILMORE
1196,CATHOLIC COLLEGE,146.862399962703,-36.129610017804,3690,WEST WODONGA
1197,CATHOLIC LADIES COLLEGE LTD,145.143559994547,-37.711529999176,3095,ELTHAM
1198,FCJ COLLEGE,145.975389960143,-36.5527700027019,3672,BENALLA
1199,GALEN CATHOLIC COLLEGE,146.310539973232,-36.3387499858239,3677,WANGARATTA
1200,ST KEVINS COLLEGE,145.024699996606,-37.8353999937625,3142,TOORAK
1201,JOHN PAUL COLLEGE,145.138869985678,-38.1355699964764,3199,FRANKSTON
1202,EMMANUEL COLLEGE INC - SECOND CAMPUS,142.481489978318,-38.3735999848412,3280,WARRNAMBOOL
1203,ST FRANCIS XAVIER COLLEGE - JUNIOR CAMPUS,145.339039981818,-38.0706799979865,3806,BERWICK
1204,LOYOLA COLLEGE,145.080729980292,-37.7033999997929,3087,WATSONIA
1205,MARIAN COLLEGE,142.937770003333,-37.2847399661568,3377,ARARAT
1206,MARIST-SION COLLEGE,145.915259967954,-38.1590299964889,3820,WARRAGUL
1207,MARY MACKILLOP CATHOLIC REGIONAL COLLEGE,145.963539983594,-38.4667299978772,3953,LEONGATHA
1208,DANDENONG HIGH SCHOOL - MYUNA SECONDARY TEACHING UNIT,145.231159978117,-37.9858199979454,3177,DOVETON
1209,FOUNTAIN GATE SECONDARY COLLEGE,145.295379991747,-38.0052799965346,3805,NARRE WARREN
1210,GLENEAGLES SECONDARY COLLEGE,145.276559989442,-37.9746099950335,3802,ENDEAVOUR HILLS
1211,HALLAM SENIOR SECONDARY COLLEGE,145.26118997428,-38.0001999981219,3803,HALLAM
1212,OUR LADY OF THE SACRED HEART SCHOOL,142.053090013739,-34.1668400308232,3505,MERBEIN
1213,RED ROCK CHRISTIAN COLLEGE,144.706029993708,-37.5190899981445,3429,SUNBURY
1214,SHOLEM ALEICHEM COLLEGE,145.001209990577,-37.8822799914425,3185,ELSTERNWICK
1215,TARRINGTON LUTHERAN SCHOOL,142.094270052869,-37.7662200139755,3301,TARRINGTON
1216,TRINITY ANGLICAN COLLEGE WODONGA,146.945820003521,-36.170509939428,3691,BARANDUDA
1217,GIPPSLAND GRAMMAR - SECOND CAMPUS,147.066140001049,-38.1126399840506,3850,SALE
1218,FIRBANK GRAMMAR SCHOOL - SECOND CAMPUS,144.997039999514,-37.9078499913151,3186,BRIGHTON
1219,GOOD SHEPHERD COLLEGE - SECOND CAMPUS,142.032020056967,-37.7309600132515,3300,HAMILTON
1220,SACRED HEART COLLEGE,144.340149995751,-38.1494999976906,3220,NEWTOWN
1221,SACRED HEART COLLEGE,144.458819983954,-37.2528900009744,3444,KYNETON
1222,SANTA MARIA COLLEGE,145.002479994544,-37.7703600028357,3070,NORTHCOTE
1223,SOMERVILLE SECONDARY COLLEGE,145.168599971273,-38.2272599960958,3912,SOMERVILLE
1224,ST HELENA SECONDARY COLLEGE,145.139909976875,-37.6868700007704,3095,ELTHAM NORTH
1225,FIRBANK GRAMMAR SCHOOL - SANDRINGHAM CAMPUS,145.016039981744,-37.957799992926,3191,SANDRINGHAM
1226,MERCY REGIONAL COLLEGE,143.139569995897,-38.2349899911671,3260,CAMPERDOWN
1227,OUR LADY OF THE SACRED HEART COLLEGE,145.039939961086,-37.9257199933677,3204,BENTLEIGH
1228,PRESENTATION COLLEGE WINDSOR,144.994719996393,-37.8576299968453,3181,WINDSOR
1229,EDENHOPE SECONDARY COLLEGE,141.301260043862,-37.0334600100057,3318,EDENHOPE
1230,WAVERLEY CHRISTIAN COLLEGE,145.215209964931,-37.8770499961648,3152,WANTIRNA SOUTH
1231,RUTHERGLEN HIGH SCHOOL,146.452100006446,-36.0625600075128,3685,RUTHERGLEN
1232,TAWONGA SECONDARY SCHOOL,147.167639986322,-36.7401299781702,3699,MOUNT BEAUTY
1233,TIMBARRA P-9 COLLEGE,145.322229969822,-38.0163799984766,3806,BERWICK
1234,ALTONA P-9 COLLEGE,144.816949987888,-37.861649993761,3018,ALTONA
1235,CRANBOURNE EAST SECONDARY COLLEGE,145.306029974768,-38.1049399968927,3977,CRANBOURNE EAST
1236,MERBEIN P-10 COLLEGE - SECONDARY CAMPUS,142.071400012767,-34.1688800318656,3505,MERBEIN
1237,MERBEIN P-10 COLLEGE - JENNER STREET CAMPUS,142.05223001157,-34.1705400297994,3505,MERBEIN
1238,MERBEIN P-10 COLLEGE - STURT HIGHWAY CAMPUS,142.012230017874,-34.2177600328683,3505,MERBEIN SOUTH
1239,ALBERT PARK COLLEGE,144.947359968024,-37.8447899965271,3206,ALBERT PARK
1240,SON CENTRE CHRISTIAN COLLEGE,143.546500046746,-35.377549978299,3585,SWAN HILL
1241,YARRA HILLS SECONDARY COLLEGE - SENIOR CAMPUS,145.315839978229,-37.7888799986201,3138,MOOROOLBARK
1242,DOVETON COLLEGE,145.243059974517,-37.9905399988014,3177,DOVETON
1243,SURF COAST SECONDARY COLLEGE,144.323859982281,-38.3041900565636,3228,TORQUAY
1244,TARNEIT SENIOR COLLEGE,144.680409968692,-37.8333499973732,3029,TARNEIT
1245,WALLAN SECONDARY COLLEGE,144.981469976219,-37.4183900002029,3756,WALLAN
1246,WARRAGUL REGIONAL COLLEGE,145.925489968449,-38.1651999982664,3820,WARRAGUL
1247,WESTERN PORT SECONDARY COLLEGE,145.17638001989,-38.3081699971308,3915,HASTINGS
1248,MARCELLIN COLLEGE,145.082669982166,-37.7747799933702,3105,BULLEEN
1249,OUR LADY OF MERCY COLLEGE,145.067589967618,-37.7579300002279,3084,HEIDELBERG
1250,TAYLORS LAKES SECONDARY COLLEGE,144.794399986382,-37.7074100022784,3038,TAYLORS LAKES
1251,TEMPLESTOWE COLLEGE,145.122309996103,-37.7674299960565,3107,TEMPLESTOWE LOWER
1252,NOTRE DAME COLLEGE,145.407639976882,-36.374709991089,3630,SHEPPARTON
1253,SALESIAN COLLEGE,145.100260005294,-37.8827199902511,3148,CHADSTONE
1254,SALESIAN COLLEGE,144.739039982337,-37.5726299967014,3429,SUNBURY
1255,ST PATRICKS COLLEGE,143.831559980373,-37.5597000011297,3350,NEWINGTON
1256,FRANKSTON HIGH SCHOOL - 7-10 CAMPUS,145.128949974472,-38.162189998955,3199,FRANKSTON
1257,CHRISTIAN BROTHERS COLLEGE - BALACLAVA,144.996789981755,-37.8693599940597,3183,BALACLAVA
1258,BALLARAT SECONDARY COLLEGE - BARKLY SENIOR CAMPUS,143.868739978476,-37.564299996529,3350,BALLARAT EAST
1259,CRUSOE 7-10 SECONDARY COLLEGE - BENDIGO TEACHING UNIT,144.291309984216,-36.7653999998641,3550,KENNINGTON
1260,"PRESHIL, THE MARGARET LYTTLE MEMORIAL SCHOOL - BLACKHALL-KALIMNA PRESHIL SENIOR SCHOOL",145.049480009752,-37.8129499883245,3101,KEW
1261,DROUIN SECONDARY COLLEGE - BLACKWOOD ANNEXE,145.8388099672,-38.2553499985713,3818,HALLORA
1262,EMMAUS COLLEGE - BURWOOD CAMPUS,145.096390004731,-37.8483899847718,3125,BURWOOD
1263,YARRA HILLS SECONDARY COLLEGE - CAMBRIDGE CAMPUS,145.324109975953,-37.7965000002449,3137,KILSYTH
1264,CATHOLIC REGIONAL COLLEGE,144.799089994193,-37.7388900037911,3021,ST ALBANS
1265,BRUNSWICK SECONDARY COLLEGE - CENTRAL TEACHING UNIT,144.945960008606,-37.7586900038977,3055,BRUNSWICK WEST
1266,KEYSBOROUGH SECONDARY COLLEGE - ACACIA CAMPUS,145.182599979733,-37.9845499945697,3173,KEYSBOROUGH
1267,CAROLINE CHISHOLM CATHOLIC COLLEGE - CHRIST THE KING CAMPUS,144.86177998819,-37.7865800023375,3019,BRAYBROOK
1268,COBURG SENIOR HIGH SCHOOL - COBURG TEACHING UNIT,144.973739990774,-37.7404200026826,3058,COBURG
1269,COLLINGWOOD COLLEGE - COLLINGWOOD ALTERNATIVE SCHOOL,144.985639978982,-37.8023899938813,3066,COLLINGWOOD
1270,ST MONICAS COLLEGE - DALTON ROAD CAMPUS,145.031680009009,-37.6551700011218,3076,EPPING
1271,COPPERFIELD COLLEGE - DELAHEY SENIOR CAMPUS,144.772429979895,-37.7194600028678,3037,DELAHEY
1272,BENALLA COLLEGE - DUNLOP CAMPUS,145.990639955077,-36.5487800017813,3672,BENALLA
1273,TRARALGON COLLEGE - EAST CAMPUS,146.553089979358,-38.2025799986737,3844,TRARALGON
1274,BALLARAT SECONDARY COLLEGE - EAST CAMPUS,143.892280002926,-37.5591200010009,3350,BALLARAT EAST
1275,ESSENDON EAST KEILOR DISTRICT COLLEGE - EAST KEILOR CAMPUS,144.869709987868,-37.7397100005856,3033,KEILOR EAST
1276,ESSENDON KEILOR COLLEGE - EAST KEILOR CAMPUS,144.869709987868,-37.7397100005856,3033,KEILOR EAST
1277,ROWVILLE SECONDARY COLLEGE - EASTERN CAMPUS,145.264809992452,-37.9208999968831,3178,ROWVILLE
1278,WODONGA MIDDLE YEARS COLLEGE - FELLTIMBER CAMPUS,146.862119988029,-36.1271800057668,3690,WEST WODONGA
1279,MOUNT ERIN SECONDARY COLLEGE - FRANKSTON CAMPUS,145.146629967042,-38.1741199962497,3199,FRANKSTON SOUTH
1280,TRARALGON COLLEGE - HAZELWOOD ESTATE,146.380290012621,-38.3108600014695,3840,HAZELWOOD
1281,KEYSBOROUGH SECONDARY COLLEGE - BANKSIA CAMPUS,145.15983996964,-37.9670199958862,3172,SPRINGVALE SOUTH
1282,RESERVOIR HIGH SCHOOL - HEIDELBERG SECONDARY TEACHING UNIT,145.029579989076,-37.7223100013954,3073,RESERVOIR
1283,HORSHAM COLLEGE - HORSHAM HIGH CAMPUS,142.18409996788,-36.7116599715732,3400,HORSHAM
1284,WODONGA MIDDLE YEARS COLLEGE - HUON CAMPUS,146.890560012025,-36.1308399399546,3690,WODONGA
1285,DAMASCUS COLLEGE,143.870349988443,-37.6114599989236,3350,MOUNT CLEAR
1286,EMMANUEL COLLEGE INC - EMMANUEL COLLEGE INC.,142.477359989306,-38.3709699835853,3280,WARRNAMBOOL
1287,MOUNT WAVERLEY SECONDARY COLLEGE - JUNIOR CAMPUS,145.130660001873,-37.8657299862428,3149,MOUNT WAVERLEY
1288,PENLEIGH AND ESSENDON GRAMMAR SCHOOL - KEILOR EAST CAMPUS,144.870340003574,-37.7321500015815,3033,KEILOR EAST
1289,DE LA SALLE COLLEGE - KINNOULL CAMPUS,145.031929994154,-37.8555199923833,3144,MALVERN
1290,CATHOLIC COLLEGE BENDIGO - LA VALLA CAMPUS,144.338599992755,-36.770720000002,3551,JUNORTOUN
1291,SALE COLLEGE - MACALISTER CAMPUS,147.068010004183,-38.1089199841713,3850,SALE
1292,The Geelong College - The Geelong College Senior School,144.340099995453,-38.1524099987051,3220,NEWTOWN
1293,GIPPSLAND GRAMMAR - MAIN CAMPUS,147.06463000865,-38.0936499838161,3850,SALE
1294,FIRBANK GRAMMAR SCHOOL - MAIN CAMPUS,144.99694000072,-37.9061199902975,3186,BRIGHTON
1295,NEWHAVEN COLLEGE - MAIN CAMPUS,145.354129961653,-38.5103399987406,3925,NEWHAVEN
1296,METHODIST LADIES COLLEGE - MALLACOOTA CAMPUS,149.819390170278,-37.4806204720965,3892,MALLACOOTA
1297,KURNAI COLLEGE - MORWELL CAMPUS,146.432789973232,-38.2287899978607,3840,MORWELL
1298,YARRA HILLS SECONDARY COLLEGE - MOUNT EVELYN CAMPUS,145.383389968104,-37.7747899972563,3796,MOUNT EVELYN
1299,ESSENDON EAST KEILOR DISTRICT COLLEGE - NIDDRIE CAMPUS,144.879120008277,-37.7300700021655,3042,AIRPORT WEST
1300,ESSENDON KEILOR COLLEGE - NIDDRIE CAMPUS,144.879120008277,-37.7300700021655,3042,AIRPORT WEST
1301,STAR OF THE SEA COLLEGE,144.996780001772,-37.8967299912284,3186,BRIGHTON
1302,MACKILLOP CATHOLIC REGIONAL COLLEGE - ST MARYS CAMPUS,144.696339991058,-37.9534400001857,3030,WERRIBEE SOUTH
1303,THOMAS CARR COLLEGE,144.702059980391,-37.8476799939175,3029,TARNEIT
1304,TRINITY COLLEGE COLAC INC,143.576939977272,-38.3520299898922,3250,COLAC
1305,VICTORIA UNIVERSITY SECONDARY COLLEGE - BRIMBANK CAMPUS,144.785959976318,-37.7403000049116,3021,ST ALBANS
1306,SWIFTS CREEK SCHOOL (INTERIM NAME) - SECONDARY CAMPUS,147.724039957791,-37.2668299761898,3896,SWIFTS CREEK
1307,MERBEIN P-10 COLLEGE - SECONDARY CAMPUS,142.071320012741,-34.1693500318642,3505,MERBEIN
1308,CHRISTIAN COLLEGE INSTITUTE OF SENIOR EDUCATION - ARTS/TECHNOLOGY CENTRE VILLA PALOMA CAMPUS,144.300579965949,-38.2044000164254,3216,WAURN PONDS
1309,HERITAGE COLLEGE - OFFICER CAMPUS,145.416719986067,-38.0543399963277,3809,OFFICER
1310,ST ALOYSIUS COLLEGE,144.942869953435,-37.7928899958989,3051,NORTH MELBOURNE
1311,ST JAMES  COLLEGE,145.071369988527,-37.9264599895326,3165,BENTLEIGH EAST
1312,WOODLEIGH SCHOOL - SENIOR CAMPUS,145.174649973062,-38.1925999983016,3911,LANGWARRIN SOUTH
1313,DIAMOND VALLEY COLLEGE,145.167399985667,-37.6728299995832,3089,DIAMOND CREEK
1314,Footscray City College,144.894019989111,-37.7910599995577,3011,FOOTSCRAY
1315,BACCHUS MARSH COLLEGE,144.433059986279,-37.6856299949652,3340,MADDINGLEY
1316,MULLAUNA SECONDARY COLLEGE,145.19015998799,-37.8071099939941,3132,MITCHAM
1317,SOUTH OAKLEIGH SECONDARY COLLEGE,145.089769990775,-37.9223199917736,3167,OAKLEIGH SOUTH
1318,NEW GENERATION COLLEGE,144.963529960502,-37.8145199974443,3000,MELBOURNE
1319,COMMUNITY COLLEGE GIPPSLAND LTD,145.926229996809,-38.1782200014004,3820,WARRAGUL
1320,SEYMOUR COLLEGE - LOCO STREET CAMPUS,145.141119982881,-37.0298300077288,3660,SEYMOUR
1321,GOOD SHEPHERD COLLEGE - MAIN CAMPUS,142.041490052744,-37.7708200090265,3300,HAMILTON
1322,HORSHAM COLLEGE - MC KENZIE CREEK CAMPUS,142.176250018968,-36.7827899935706,3401,MCKENZIE CREEK
1323,CROYDON COMMUNITY SCHOOL - RECONNECTING YOUTH CAMPUS,145.166539957086,-37.9070499949785,3150,WHEELERS HILL
1324,THE HAMILTON AND ALEXANDRA COLLEGE - SENIOR CAMPUS,142.024220056782,-37.7371900118507,3300,HAMILTON
1325,ST JOSEPHS COLLEGE MILDURA,142.153460016566,-34.1887300316249,3500,MILDURA
1326,ST MARY OF THE ANGELS COLLEGE,145.20874998498,-36.0576600531784,3638,NATHALIA
1327,NOTRE DAME COLLEGE - EMMAUS CAMPUS,145.40795997618,-36.3247700027896,3631,SHEPPARTON NORTH
1328,CROYDON COMMUNITY SCHOOL,145.278929983565,-37.7984199971061,3136,CROYDON
