,pri_school,longitude,latitude,postcode,suburb
1377,KEILOR SOUTH PRIMARY SCHOOL,144.866809983758,-37.7454000004239,3033,KEILOR EAST
1378,GNARWARRE PRIMARY SCHOOL,144.146259963146,-38.1670700071156,3221,GNARWARRE
1379,DEEPDENE PRIMARY SCHOOL,145.061360001191,-37.8083699901126,3103,DEEPDENE
1380,GOORAMBAT PRIMARY SCHOOL,145.919309981322,-36.4087400047174,3725,GOORAMBAT
1381,GOORNONG PRIMARY SCHOOL,144.50468000469,-36.6169999990002,3557,GOORNONG
1382,GORDON PRIMARY SCHOOL,144.105049986609,-37.5838499958519,3345,GORDON
1383,Aintree Primary School,144.666679994793,-37.7234499967705,3336,AINTREE
1384,Docklands Primary School,144.939729971826,-37.8127599968077,3008,DOCKLANDS
1385,Edgars Creek Primary School,145.003659986806,-37.6093599999151,3750,WOLLERT
1386,Eynesbury Primary School,144.547429933439,-37.7899599942061,3338,EYNESBURY
1387,Gaayip-Yaglia Primary School,144.909289976751,-37.5286000009647,3064,MICKLEHAM
1388,Gaayip - Yagila Primary School,144.909289976751,-37.5286000009647,3064,MICKLEHAM
1389,Garrang Wilam Primary School,144.725519990458,-37.8275999973729,3029,TRUGANINA
1390,Keelonith Primary School,144.879049974852,-37.6226500004929,3059,GREENVALE
1391,Ramlegh Park Primary School,145.338529960935,-38.1151099972249,3978,CLYDE NORTH
1392,Riverbend Primary School,144.626349969599,-37.875619997008,3024,WYNDHAM VALE
1393,SPRINGVALE HEIGHTS PRIMARY SCHOOL,145.158759977856,-37.9395699986417,3171,SPRINGVALE
1394,MANDURANG SOUTH PRIMARY SCHOOL,144.286259955531,-36.8692900021902,3551,MANDURANG SOUTH
1395,MANORVALE PRIMARY SCHOOL,144.643889967573,-37.8940599962972,3030,WERRIBEE
1396,CUDGEE PRIMARY SCHOOL,142.650839970349,-38.347939987594,3265,CUDGEE
1397,BYADUK PRIMARY SCHOOL,141.955150033132,-37.9484600072566,3301,BYADUK
1398,HADFIELD PRIMARY SCHOOL,144.949030011151,-37.711789999816,3046,HADFIELD
1399,BRANXHOLME & WALLACEDALE COMMUNITY SCHOOL,141.798760020979,-37.8562400070015,3302,BRANXHOLME
1400,FLEETWOOD PRIMARY SCHOOL,145.318099958985,-38.03930999633,3805,NARRE WARREN
1401,BUNINYONG PRIMARY SCHOOL,143.886249993364,-37.6542299972037,3357,BUNINYONG
1402,HARCOURT VALLEY PRIMARY SCHOOL,144.257229981844,-37.0029699991327,3453,HARCOURT
1403,HEATHERTON PRIMARY SCHOOL,145.102639994561,-37.9584599938838,3202,HEATHERTON
1404,CARDINIA PRIMARY SCHOOL,145.423329988625,-38.1457899993563,3978,CARDINIA
1405,CARRARAGARMUNGEE PRIMARY SCHOOL,146.460859983873,-36.3289000028988,3678,LONDRIGAN
1406,NUNGURNER PRIMARY SCHOOL,147.888389971454,-37.8659200011233,3909,NUNGURNER
1407,OBERON PRIMARY SCHOOL,144.341989975265,-38.1794399999948,3216,BELMONT
1408,OLD BERRYS CREEK PRIMARY SCHOOL,146.072919977412,-38.4059599984544,3953,BERRYS CREEK
1409,SCORESBY PRIMARY SCHOOL,145.227499981927,-37.8939499961226,3179,SCORESBY
1410,THOMAS MITCHELL PRIMARY SCHOOL,145.273909987243,-37.9805599958859,3802,ENDEAVOUR HILLS
1411,EAGLEHAWK NORTH PRIMARY SCHOOL,144.237269977153,-36.7070699989583,3556,SAILORS GULLY
1412,SILVAN SOUTH PRIMARY SCHOOL,145.443199981369,-37.840959997866,3795,SILVAN
1413,SILVERTON PRIMARY SCHOOL,145.192879980844,-37.9492299960634,3174,NOBLE PARK NORTH
1414,TUNGAMAH PRIMARY SCHOOL,145.879470016038,-36.1613099952419,3728,TUNGAMAH
1415,METCALFE PRIMARY SCHOOL,144.42515000504,-37.1042899968132,3448,METCALFE
1416,METUNG PRIMARY SCHOOL,147.852469990422,-37.8829500003508,3904,METUNG
1417,SAINT JAMES PRIMARY SCHOOL,145.896810007726,-36.2751300042298,3727,SAINT JAMES
1418,ST KILDA PARK PRIMARY SCHOOL,144.977789975284,-37.8581199936896,3182,ST KILDA
1419,NORTH MELBOURNE PRIMARY SCHOOL,144.950639961454,-37.7987299964657,3051,NORTH MELBOURNE
1420,NORTH WEST MOOROOPNA PRIMARY SCHOOL,145.240419975783,-36.360960010334,3616,TATURA
1421,NORWOOD PRIMARY SCHOOL,145.229029991532,-37.8045699966743,3134,RINGWOOD
1422,SANDOWN PARK PRIMARY SCHOOL,145.158759977856,-37.9395699986417,3171,SPRINGVALE
1423,SANDRINGHAM EAST PRIMARY SCHOOL,145.022219959789,-37.9566699923428,3191,SANDRINGHAM
1424,THE PATCH PRIMARY SCHOOL,145.392839960359,-37.8924199976496,3791,KALLISTA
1425,UNDERBOOL PRIMARY SCHOOL,141.814049971249,-35.1705699660635,3509,UNDERBOOL
1426,WOORIEN PRIMARY SCHOOL,143.469310020656,-35.273739985818,3589,WOORINEN
1427,WOORINEN SOUTH PRIMARY SCHOOL,143.453740003593,-35.2904100279605,3588,WOORINEN SOUTH
1428,SCARSDALE PRIMARY SCHOOL,143.655699997669,-37.6817899977466,3351,NEWTOWN
1429,SNAKE VALLEY PRIMARY SCHOOL,143.587089992275,-37.6145699960216,3351,SNAKE VALLEY
1430,ARDEER PRIMARY SCHOOL,144.800489982422,-37.7810700011474,3022,ARDEER
1431,ARDMONA PRIMARY SCHOOL,145.313069989252,-36.3854600115463,3629,ARDMONA
1432,ARTHURS CREEK PRIMARY SCHOOL,145.202499988895,-37.5789999974286,3099,ARTHURS CREEK
1433,ASPENDALE PRIMARY SCHOOL,145.099759990263,-38.0202699950671,3195,ASPENDALE
1434,ATHLONE PRIMARY SCHOOL,145.777369948492,-38.2423499980785,3818,ATHLONE
1435,AUBURN SOUTH PRIMARY SCHOOL,145.045889990503,-37.8392599902411,3123,HAWTHORN EAST
1436,HAMPTON PRIMARY SCHOOL,145.003479994603,-37.9333899919142,3188,HAMPTON
1437,HARCOURT PRIMARY SCHOOL,144.257229981844,-37.0029699991327,3453,HARCOURT
1438,MORANG SOUTH PRIMARY SCHOOL,145.094669991393,-37.6528700024382,3752,SOUTH MORANG
1439,MOORILIM PRIMARY SCHOOL,145.299030011218,-36.6131800050294,3610,MOORILIM
1440,MOOROOLBARK PRIMARY SCHOOL,145.309029979424,-37.7887399971441,3138,MOOROOLBARK
1441,JUMBUNNA PRIMARY SCHOOL,145.770139989626,-38.4684599989496,3951,JUMBUNNA
1442,BLACKWOOD FOREST PRIMARY SCHOOL,145.62681000648,-38.473179997747,3979,ALMURTA
1443,KNOX CENTRAL PRIMARY SCHOOL,145.254979980778,-37.8611599958289,3155,BORONIA
1444,YARRAMAN PARK PRIMARY SCHOOL,145.19208997761,-37.9706799971414,3174,NOBLE PARK
1445,ST ANDREWS SCHOOL,145.107189990359,-37.9348899890517,3169,CLARINDA
1446,ST BRENDANS SCHOOL,145.168399969597,-38.2336599981213,3912,SOMERVILLE
1447,ST FRANCIS XAVIER SCHOOL,145.126199991438,-38.1487999956828,3199,FRANKSTON
1448,ST JOHN VIANNEYS SCHOOL,145.159559976472,-37.9327199996546,3170,MULGRAVE
1449,ST MICHAELS SCHOOL,145.082479988424,-37.8641299899113,3147,ASHBURTON
1450,ST MICHAELS SCHOOL,144.151359965827,-37.3372399983242,3460,DAYLESFORD
1451,SPRINGVALE RISE PRIMARY SCHOOL (INTERIM NAME) - WAREHAM STREET CAMPUS,145.15904997784,-37.9392599986598,3171,SPRINGVALE
1452,WOODLEIGH SCHOOL - MINIMBAH,145.113929970891,-38.1732199989863,3199,FRANKSTON SOUTH
1453,MAHOGANY RISE PRIMARY SCHOOL - MAHOGANY RISE STUDENT DEVELOPMENT CENTRE,145.15697998265,-38.1251799946642,3200,FRANKSTON NORTH
1454,ST GEORGES ROAD PRIMARY SCHOOL SHEPPARTON,145.405739961545,-36.3900899840549,3630,SHEPPARTON
1455,LIGHTNING REEF PRIMARY SCHOOL - NOLAN STREET CAMPUS,144.28451001555,-36.743710003281,3550,NORTH BENDIGO
1456,ST LAWRENCE CATHOLIC PRIMARY SCHOOL,144.76051999433,-37.790680000505,3026,DERRIMUT
1457,MELBOURNE MONTESSORI SCHOOL - CAULFIELD SOUTH CAMPUS,145.025679960677,-37.8881499921565,3162,CAULFIELD SOUTH
1458,DIVREI EMINEH,144.99468000236,-37.8946999910721,3186,BRIGHTON
1459,BRAYBROOK PRIMARY SCHOOL,144.856389976986,-37.778600000922,3019,BRAYBROOK
1460,LARA LAKE PRIMARY SCHOOL,144.395639999553,-38.0303999956184,3212,LARA
1461,LARDNER & DISTRICT PRIMARY SCHOOL,145.879869978875,-38.2045700032156,3821,LARDNER
1462,BROADMEADOWS WEST PRIMARY SCHOOL,144.914099967475,-37.6814000022443,3047,BROADMEADOWS
1463,BROKEN CREEK PRIMARY SCHOOL,145.889229967643,-36.4232800026413,3673,BROKEN CREEK
1464,LANCEFIELD PRIMARY SCHOOL,144.726419947038,-37.2749500049902,3435,LANCEFIELD
1465,SEAFORD PRIMARY SCHOOL,145.130499979591,-38.1044399957067,3198,SEAFORD
1466,SEDGWICK PRIMARY SCHOOL,144.311529950433,-36.8776300019002,3551,SEDGWICK
1467,SELBY PRIMARY SCHOOL,145.367519975638,-37.9114299959935,3159,SELBY
1468,LANG LANG PRIMARY SCHOOL,145.569399981666,-38.2631700013841,3984,LANG LANG
1469,SERPELL PRIMARY SCHOOL,145.155569997073,-37.769899985369,3106,TEMPLESTOWE
1470,SEVILLE PRIMARY SCHOOL,145.464409962194,-37.7738899969411,3139,SEVILLE
1471,PARKDALE PRIMARY SCHOOL,145.083099996198,-37.9927899947498,3195,PARKDALE
1472,PARKMORE PRIMARY SCHOOL,145.177179994199,-37.8438399923231,3131,FOREST HILL
1473,PARKTONE PRIMARY SCHOOL,145.088239991925,-37.9871099930687,3195,PARKDALE
1474,NEWBOROUGH EAST PRIMARY SCHOOL,146.293760004452,-38.1789999992529,3825,NEWBOROUGH
1475,NEWBOROUGH PRIMARY SCHOOL,146.292789985487,-38.1885799992407,3825,NEWBOROUGH
1476,NEWCOMB SOUTH PRIMARY SCHOOL,144.396259974756,-38.1692899945107,3219,NEWCOMB
1477,LONGWOOD PRIMARY SCHOOL,145.422059987763,-36.8079299998772,3665,LONGWOOD
1478,GARVOC PRIMARY SCHOOL,142.815149969541,-38.2995699880282,3265,GARVOC
1479,GEORGE STREET PRIMARY SCHOOL,142.034400034152,-37.7466200094806,3300,HAMILTON
1480,GNOTUK PRIMARY SCHOOL,143.109590028663,-38.2101299931938,3260,GNOTUK
1481,JUNG PRIMARY SCHOOL,142.357650003864,-36.6067899758427,3401,JUNG
1482,BALD HILLS PRIMARY SCHOOL,143.844590018039,-37.4509599982859,3364,BALD HILLS
1483,BALLARAT PRIMARY SCHOOL,143.850979982523,-37.5645699973974,3350,BALLARAT CENTRAL
1484,BERRINGA PRIMARY SCHOOL,143.693759974846,-37.7737399887123,3351,BERRINGA
1485,BULLAROOK PRIMARY SCHOOL,144.002369966199,-37.5265099968628,3352,BULLAROOK
1486,BIRCHIP PRIMARY SCHOOL,142.920150014518,-35.9815099529046,3483,BIRCHIP
1487,BURWOOD PRIMARY SCHOOL,145.106530003749,-37.850399986483,3125,BURWOOD
1488,BYLANDS PRIMARY SCHOOL,144.960979967901,-37.3515100053829,3762,BYLANDS
1489,CALDER RISE PRIMARY SCHOOL,144.809189987723,-37.717650004343,3038,KEILOR DOWNS
1490,AXEDALE PRIMARY SCHOOL,144.501459973893,-36.7862299988615,3551,AXEDALE
1491,HARRISFIELD PRIMARY SCHOOL,145.179899983531,-37.9544399961965,3174,NOBLE PARK
1492,VILLAGE SCHOOL,145.294489984706,-37.7637499979747,3136,CROYDON NORTH
1493,PLENTY VALLEY MONTESSORI SCHOOL,145.13710997267,-37.6840200005593,3088,SAINT HELENA
1494,RESURRECTION SCHOOL,145.162929982569,-37.9899499962416,3173,KEYSBOROUGH
1495,ORBOST PRIMARY SCHOOL,148.457719998048,-37.7079099924604,3888,ORBOST
1496,SAINT LEONARDS PRIMARY SCHOOL,144.714749997311,-38.1718399937676,3223,SAINT LEONARDS
1497,MAIDEN GULLY PRIMARY SCHOOL,144.209699994027,-36.7441900023942,3551,MAIDEN GULLY
1498,TEMPY PRIMARY SCHOOL,142.427079979682,-35.3439499518131,3489,TEMPY
1499,TERANG COLLEGE PRIMARY CAMPUS,142.907919987364,-38.2434599892297,3264,TERANG
1500,TESBURY PRIMARY SCHOOL,143.177369980779,-38.2898499938026,3260,TESBURY
1501,YAAPEET PRIMARY SCHOOL,142.057150034231,-35.7685000144459,3424,YAAPEET
1502,WARRAK PRIMARY SCHOOL,143.143759993308,-37.2595699834449,3377,WARRAK
1503,WARRENHEIP PRIMARY SCHOOL,143.927429988331,-37.5740999973437,3352,WARRENHEIP
1504,WARRNAMBOOL EAST PRIMARY SCHOOL,142.499579981566,-38.3895899859897,3280,WARRNAMBOOL
1505,WARRNAMBOOL WEST PRIMARY SCHOOL,142.466799975637,-38.3663399839439,3280,WARRNAMBOOL
1506,WARRONG PRIMARY SCHOOL,142.314869967814,-38.2053999962003,3283,WARRONG
1507,BURBANK PRIMARY SCHOOL,145.029869991499,-37.6995700012738,3073,RESERVOIR
1508,BURRAMBOOT EAST PRIMARY SCHOOL,144.864870008928,-36.5584600018157,3559,COLBINABBIN
1509,BAIRNSDALE PRIMARY SCHOOL,147.623229984655,-37.8274199917455,3875,BAIRNSDALE
1510,CALLIGNEE PRIMARY SCHOOL,146.584869993452,-38.3381799968938,3844,CALLIGNEE
1511,CAMBERWELL SOUTH PRIMARY SCHOOL,145.062609985653,-37.8479099924437,3124,CAMBERWELL
1512,SOUTHERN CROSS PRIMARY SCHOOL,145.264409976048,-37.988229997272,3802,ENDEAVOUR HILLS
1513,SOUTHMOOR PRIMARY SCHOOL,145.056969995424,-37.9411799906333,3189,MOORABBIN
1514,SOUTHWOOD PRIMARY SCHOOL,145.22402997561,-37.8298499964841,3134,RINGWOOD
1515,WALKERVILLE PRIMARY SCHOOL,145.993760005724,-38.8606799974732,3956,WALKERVILLE SOUTH
1516,WALLARANO PRIMARY SCHOOL,145.170819982333,-37.9796199947237,3174,NOBLE PARK
1517,WALLINGTON PRIMARY SCHOOL,144.506849973054,-38.2178799961365,3222,WALLINGTON
1518,WANDIN NORTH PRIMARY SCHOOL,145.40970997911,-37.7697799970708,3139,WANDIN NORTH
1519,BIRMINGHAM PRIMARY SCHOOL,145.368519971144,-37.7795799962447,3796,MOUNT EVELYN
1520,COMBIENBAR PRIMARY SCHOOL,149.017640003784,-37.3915099862785,3889,COMBIENBAR
1521,COMET HILL PRIMARY SCHOOL,144.264309983939,-36.7337400028951,3556,CALIFORNIA GULLY
1522,FOREST HILL PRIMARY SCHOOL,145.171529984322,-37.8334599918676,3131,FOREST HILL
1523,EILDON PRIMARY SCHOOL,145.906759951233,-37.2339699990878,3713,EILDON
1524,ELMORE PRIMARY SCHOOL,144.608909998655,-36.4972000011809,3558,ELMORE
1525,COOMOORA PRIMARY SCHOOL,145.152419976212,-37.9826299954695,3172,SPRINGVALE SOUTH
1526,YUILLE PRIMARY SCHOOL,143.819030018594,-37.5292899981437,3355,WENDOUREE
1527,A G ROBERTSON PRIMARY SCHOOL,146.398969984194,-37.9591200036731,3825,RAWSON
1528,ABBOTSFORD PRIMARY SCHOOL,144.99880998898,-37.8089799948239,3067,ABBOTSFORD
1529,ABERFELDIE PRIMARY SCHOOL,144.894770001715,-37.7564900013943,3040,ABERFELDIE
1530,ACHERON PRIMARY SCHOOL,145.705419970849,-37.2556799957742,3714,ACHERON
1531,ALBANY RISE PRIMARY SCHOOL,145.172889970658,-37.9281199975484,3170,MULGRAVE
1532,ALBERT PARK PRIMARY SCHOOL,144.9527699634,-37.8418799958786,3206,ALBERT PARK
1533,ALBERT STREET PRIMARY SCHOOL,146.264349979097,-38.1747099990577,3825,MOE
1534,ALBERTON PRIMARY SCHOOL,146.666599990046,-38.6177100137574,3971,ALBERTON
1535,ALBERTON WEST & DISTRICT PRIMARY SCHOOL,146.59459005878,-38.6015100122442,3971,ALBERTON WEST
1536,ALBERTON WEST PRIMARY SCHOOL,146.59459005878,-38.6015100122442,3971,ALBERTON WEST
1537,ALBION NORTH PRIMARY SCHOOL,144.823039990546,-37.7621200005572,3020,SUNSHINE NORTH
1538,ALBION PRIMARY SCHOOL,144.8197499804,-37.7780800004332,3020,ALBION
1539,ALDERCOURT PRIMARY SCHOOL,145.161619970784,-38.1166199959324,3200,FRANKSTON NORTH
1540,BILLINGHAM PRIMARY SCHOOL,144.765979978985,-37.7570700036654,3023,DEER PARK
1541,BIMBADEEN HEIGHTS PRIMARY SCHOOL,145.321149978986,-37.7737599988968,3138,MOOROOLBARK
1542,BIRRALEE PRIMARY SCHOOL,145.113349996809,-37.7934199945998,3108,DONCASTER
1543,BITTERN PRIMARY SCHOOL,145.171679961185,-38.3398599949995,3918,BITTERN
1544,BLACK ROCK PRIMARY SCHOOL,145.021649975444,-37.9698699923853,3193,MELBOURNE
1545,DIMBOOLA-PIMPINIO PRIMARY SCHOOL  DIMBOOLA CAMPUS,142.031260028879,-36.4551299773318,3414,DIMBOOLA
1546,DIXIE PRIMARY SCHOOL,142.927649953456,-38.2992899937494,3265,DIXIE
1547,DOOEN PRIMARY SCHOOL,142.257920016806,-36.6390099763258,3401,DOOEN
1548,DINGWELL PRIMARY SCHOOL,143.845150092411,-35.8045699918934,3579,DINGWALL
1549,DUNNSTOWN PRIMARY SCHOOL,143.965149977093,-37.5909599978683,3352,DUNNSTOWN
1550,WENDOUREE PRIMARY SCHOOL,143.828160021013,-37.5392799987868,3355,WENDOUREE
1551,GOLDEN POINT PRIMARY SCHOOL,143.863759983975,-37.5678999962334,3350,GOLDEN POINT
1552,WENDOUREE WEST PRIMARY SCHOOL,143.815700013085,-37.530129997937,3355,WENDOUREE
1553,GLENORCHY PRIMARY SCHOOL,142.659870027258,-36.9020699772718,3385,GLENORCHY
1554,GORAE PRIMARY SCHOOL,141.537089954362,-38.2356799869533,3305,GORAE
1555,GORAE WEST PRIMARY SCHOOL,141.495980006548,-38.2378999937411,3305,GORAE WEST
1556,GLENORMISTON PRIMARY SCHOOL,142.988480023434,-38.1562399925417,3265,GLENORMISTON NORTH
1557,JANCOURT EAST PRIMARY SCHOOL,143.152920001392,-38.3992899919721,3266,JANCOURT EAST
1558,JANCOURT PRIMARY SCHOOL,143.09598001159,-38.3687399923254,3266,JANCOURT
1559,JEPARIT PRIMARY SCHOOL,141.984050021593,-36.1413399777097,3423,JEPARIT
1560,LEXTON PRIMARY SCHOOL,143.516259997374,-37.2701299944587,3352,LEXTON
1561,LINTON PRIMARY SCHOOL,143.561309993871,-37.6840699948353,3360,LINTON
1562,LEARMONTH PRIMARY SCHOOL,143.713759991858,-37.428179999841,3352,LEARMONTH
1563,COIMADAI PRIMARY SCHOOL,144.478310004977,-37.6137899945179,3340,COIMADAI
1564,MELVILLE FOREST PRIMARY SCHOOL,141.852090046358,-37.5056800148266,3315,MELVILLE FOREST
1565,MEPUNGA EAST PRIMARY SCHOOL,142.69930997487,-38.4401299870048,3277,MEPUNGA EAST
1566,MERBEIN PRIMARY SCHOOL,142.051530010643,-34.1709600297629,3505,MERBEIN
1567,MERBEIN SOUTH PRIMARY SCHOOL,142.026810034871,-34.2148500316658,3505,MERBEIN SOUTH
1568,MERBEIN WEST PRIMARY SCHOOL,142.016809991282,-34.1670700207903,3505,MERBEIN WEST
1569,MERINGUR PRIMARY SCHOOL,141.330700051533,-34.3887400257999,3496,MERINGUR
1570,MERINO PRIMARY SCHOOL,141.548200081229,-37.7059600343706,3310,MERINO
1571,COOMOORA PRIMARY SCHOOL,144.186529956529,-37.3301299975682,3461,COOMOORA
1572,KEYSBOROUGH PRIMARY SCHOOL,145.152419976212,-37.9826299954695,3172,SPRINGVALE SOUTH
1573,CORIO SOUTH PRIMARY SCHOOL,144.35277996774,-38.0810999961032,3214,CORIO
1574,CORNELIA CREEK PRIMARY SCHOOL,144.824200022317,-36.2530799890996,3622,STRATHALLAN
1575,FRANKSTON EAST PRIMARY SCHOOL,145.145529989283,-38.1466299960046,3199,FRANKSTON
1576,FRANKSTON HEIGHTS PRIMARY SCHOOL,145.147169996312,-38.1618099972114,3199,FRANKSTON
1577,FRANKSTON PRIMARY SCHOOL,145.124029996956,-38.1475599945254,3199,FRANKSTON
1578,GLENTHOMPSON PRIMARY SCHOOL,142.542649977894,-37.6384599909517,3293,GLENTHOMPSON
1579,GARDENVALE PRIMARY SCHOOL,145.015039990725,-37.904679991529,3187,BRIGHTON EAST
1580,GARDENVALE CENTRAL SCHOOL,145.015039990725,-37.904679991529,3187,BRIGHTON EAST
1581,GARDINER CENTRAL SCHOOL,145.047089990501,-37.8556799924252,3146,GLEN IRIS
1582,GARFIELD PRIMARY SCHOOL,145.674149981982,-38.0905600007629,3814,GARFIELD
1583,CRANBOURNE PARK PRIMARY SCHOOL,145.277749967821,-38.104059995916,3977,CRANBOURNE
1584,CRANBOURNE SOUTH PRIMARY SCHOOL,145.245059975661,-38.1479399969115,3977,CRANBOURNE SOUTH
1585,GILLIESTON PRIMARY SCHOOL,145.218759999782,-36.319010009561,3616,GILLIESTON
1586,GIRGARRE PRIMARY SCHOOL,144.973759985693,-36.3981099942054,3624,GIRGARRE
1587,GLADESVILLE PRIMARY SCHOOL,145.322909974541,-37.8111000012518,3137,KILSYTH
1588,GLADESWOOD PRIMARY SCHOOL,145.196529971012,-37.9328999972153,3170,MULGRAVE
1589,GLADSTONE PARK PRIMARY SCHOOL,144.886579973612,-37.6871500004063,3043,GLADSTONE PARK
1590,GLADSTONE VIEWS PRIMARY SCHOOL,144.898369978373,-37.6890100012202,3043,GLADSTONE PARK
1591,GLADYSDALE PRIMARY SCHOOL,145.650990008715,-37.8202500054362,3797,GLADYSDALE
1592,GLEN HUNTLY PRIMARY SCHOOL,145.046229998486,-37.893769993602,3163,CARNEGIE
1593,GLENLYON PRIMARY SCHOOL,144.247369960842,-37.2937399973117,3461,GLENLYON
1594,GLENROWAN PRIMARY SCHOOL,146.22233997396,-36.460189988117,3675,GLENROWAN
1595,GLENDAL PRIMARY SCHOOL,145.159039996793,-37.8670799902121,3150,GLEN WAVERLEY
1596,GLENROY PRIMARY SCHOOL,144.925039992113,-37.7042800011323,3046,GLENROY
1597,GLENROY WEST PRIMARY SCHOOL,144.908289990937,-37.7049600019949,3046,GLENROY
1598,GLENGALA PRIMARY SCHOOL,144.814069964137,-37.798989999178,3020,SUNSHINE WEST
1599,GLENGARRY PRIMARY SCHOOL,146.571340021188,-38.127580000575,3854,GLENGARRY
1600,GLENFERRIE PRIMARY SCHOOL,145.033969997234,-37.8240499903282,3122,HAWTHORN
1601,GOLDEN SQUARE PRIMARY SCHOOL,144.257299985389,-36.7706000016701,3555,GOLDEN SQUARE
1602,GLENGALA PARK PRIMARY SCHOOL,144.821529966301,-37.8040099997146,3020,SUNSHINE WEST
1603,LAKE TYERS PRIMARY SCHOOL,148.049590000703,-37.8520700030235,3909,LAKE TYERS BEACH
1604,GLENGARRY WEST PRIMARY SCHOOL,146.521809969076,-38.1504000010106,3854,GLENGARRY WEST
1605,LAKES ENTRANCE PRIMARY SCHOOL,147.994239968079,-37.875980013703,3909,LAKES ENTRANCE
1606,LAKESIDE PRIMARY SCHOOL,144.979589985106,-37.709570003891,3073,RESERVOIR
1607,NAPOLEONS PRIMARY SCHOOL,143.826459977288,-37.6786299985399,3352,NAPOLEONS
1608,NARRAWONG DISTRICT PRIMARY SCHOOL,141.716579979659,-38.2526799878541,3285,NARRAWONG
1609,NARRAWONG PRIMARY SCHOOL,141.716579979659,-38.2526799878541,3285,NARRAWONG
1610,NATTE YALLOCK PRIMARY SCHOOL,143.468000015436,-36.9421299964055,3465,NATTE YALLOCK
1611,NAVARRE PRIMARY SCHOOL,143.111340000801,-36.9007399942391,3384,NAVARRE
1612,NANDALY PRIMARY SCHOOL,142.700699959728,-35.3115099555656,3533,NANDALY
1613,NELSON PRIMARY SCHOOL,141.008760042069,-38.0465100237605,3292,NELSON
1614,NETHERBY PRIMARY SCHOOL,141.651260018488,-36.1078999831029,3418,NETHERBY
1615,NANGILOC COLIGNAN & DISTRICT PRIMARY SCHOOL,142.357089864577,-34.4737400661108,3494,NANGILOC
1616,NANGILOC PRIMARY SCHOOL,142.357089864577,-34.4737400661108,3494,NANGILOC
1617,NEWBRIDGE PRIMARY SCHOOL,143.896809984679,-36.7420700061789,3551,NEWBRIDGE
1618,MILDURA PRIMARY SCHOOL,142.160490030033,-34.1942900310593,3500,MILDURA
1619,GEELONG EAST PRIMARY SCHOOL,144.382769960479,-38.1755099966582,3219,THOMSON
1620,POMBORNEIT NORTH PRIMARY SCHOOL,143.300699975135,-38.255959991155,3260,POMBORNEIT NORTH
1621,POMBORNEIT PRIMARY SCHOOL,143.29652998167,-38.2984599921556,3260,POMBORNEIT
1622,POMONAL PRIMARY SCHOOL,142.608730005363,-37.193439971079,3381,POMONAL
1623,POOLAIJELO COMMUNITY SCHOOL,141.099870085885,-37.2120700894744,3312,POOLAIJELO
1624,PORT FAIRY CONSOLIDATED SCHOOL,142.228229962634,-38.3866199833251,3284,PORT FAIRY
1625,PORTLAND PRIMARY SCHOOL,141.599410051388,-38.3473000060064,3305,PORTLAND
1626,NEWLYN PRIMARY SCHOOL,143.984429982886,-37.4120299959973,3364,NEWLYN
1627,GLEN IRIS PRIMARY SCHOOL,145.065889979708,-37.8604799907472,3146,GLEN IRIS
1628,SEBASTOPOL PRIMARY SCHOOL,143.844719997399,-37.5964299991955,3356,SEBASTOPOL
1629,PURNIM PRIMARY SCHOOL,142.625149983583,-38.2778999816623,3278,PURNIM
1630,PURRUMBETE SOUTH PRIMARY SCHOOL,143.210699994029,-38.3487399931945,3260,SOUTH PURRUMBETE
1631,QUAMBATOOK GROUP SCHOOL,143.518760006542,-35.8551299636597,3540,QUAMBATOOK
1632,QUAMBATOOK PRIMARY SCHOOL,143.520420020873,-35.848739963722,3540,QUAMBATOOK
1633,SHEEP HILLS PRIMARY SCHOOL,142.530150004163,-36.3459599851898,3392,SHEEP HILLS
1634,LAL LAL PRIMARY SCHOOL,144.01070999647,-37.67672000033,3352,LAL LAL
1635,SHELFORD PRIMARY SCHOOL,143.982139991931,-38.0139999995655,3329,SHELFORD
1636,SIMPSON PRIMARY SCHOOL,143.207879988722,-38.4986199879249,3266,SIMPSON
1637,LALOR EAST PRIMARY SCHOOL,145.035539982017,-37.6765799995199,3074,THOMASTOWN
1638,SMEATON PRIMARY SCHOOL,143.950420022427,-37.3356799943372,3364,SMEATON
1639,MILDURA SOUTH PRIMARY SCHOOL,142.126790020632,-34.213480030281,3500,MILDURA
1640,MILDURA WEST PRIMARY SCHOOL,142.152389998467,-34.1797300325048,3500,MILDURA
1641,TIMOR PRIMARY SCHOOL,143.711989935005,-36.9842199959592,3465,TIMOR
1642,THE LAKE PRIMARY SCHOOL,142.093150020413,-34.205920030334,3505,CABARITA
1643,NIRRANDA PRIMARY SCHOOL,142.753479988321,-38.5006799895729,3268,NIRRANDA
1644,WEST WARRNAMBOOL PRIMARY SCHOOL,142.46597997382,-38.365959983894,3280,WARRNAMBOOL
1645,WICKLIFFE PRIMARY SCHOOL,142.725150023218,-37.6898499939871,3379,WICKLIFFE
1646,WILKIN PRIMARY SCHOOL,141.228479919801,-37.7145700132938,3312,STRATHDOWNIE
1647,WILKUR SOUTH PRIMARY SCHOOL,142.67959012155,-36.0979000153684,3393,WILKUR
1648,WILLENABRINA PRIMARY SCHOOL,142.21486994388,-36.0665100262656,3393,WILLENABRINA
