street_adress,suburb,postcode,area,property_type,bedrooms,bathrooms,carspaces,price,time,latitude,longitude
"3/3 King Street, Balwyn",BALWYN,3103,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,390,2022-08-08T11:48:42,-37.8065224,145.065079
"4/25 Iris Road, Glen Iris",GLEN IRIS,3146,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,520,2022-08-08T09:57:22,-37.8486252,145.05806
"205/835 High Street, Armadale",ARMADALE,3143,Stonnington - Greater Area,ApartmentUnitFlat,2.0,2.0,2,850,2022-08-05T17:42:44,-37.8546257,145.0154
"104/18 Etna Street, Glen Huntly",GLEN HUNTLY,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,400,2022-08-05T16:06:46,-37.88998,145.041473
"38 Florence Street, Prahran",PRAHRAN,3181,Stonnington - Greater Area,House,2.0,1.0,0,550,2022-08-05T14:13:47,-37.8547058,145.0094
"24 Dante Lane, Elwood",ELWOOD,3184,Port Philip City Council - Greater Area,House,3.0,3.0,2,"1,6",2022-08-05T11:27:22,-37.8820534,144.983444
"2 Olga Mews, Bulleen",BULLEEN,3105,Manningham City - Greater Area,House,4.0,2.0,2,525,2022-08-04T11:30:25,-37.7609138,145.092041
"22 Teague Crescent, Braybrook",BRAYBROOK,3019,Maribyrnong City Council - Greater Area,Townhouse,4.0,2.0,2,600,2022-08-04T08:37:30,-37.7955627,144.850021
"8/47 Yerrin Street, Balwyn",BALWYN,3103,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,430,2022-08-03T12:21:15,-37.8082542,145.084641
"83 Clifton Street, Balwyn North",BALWYN NORTH,3104,Boroondara City Council - Greater Area,House,4.0,1.0,2,650,2022-08-03T10:57:26,-37.79303,145.1038
"19 Iona Street, Black Rock",BLACK ROCK,3193,Bayside - Greater Area,House,4.0,2.0,3,"2,0",2022-08-02T23:10:14,-37.97317,145.016632
"11 Camira Court, Grovedale",GROVEDALE,3216,Geelong & District - Greater Area,House,3.0,1.0,1,420,2022-08-02T17:39:44,-38.20446,144.3344
"46 Venus Street, Caulfield South",CAULFIELD SOUTH,3162,Glen Eira Council - Greater Area,House,4.0,2.0,3,800,2022-08-02T15:27:53,-37.8941727,145.015
"8/21 Kensington Road, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,3.0,2.0,2,850,2022-08-02T15:22:09,-37.83817,145.000732
"11 Hansens Lane, Balnarring Beach",BALNARRING BEACH,3926,Mornington Peninsula & District - Greater Area,House,4.0,4.0,2,199,2022-08-02T13:00:47,-38.3926964,145.124115
"7/19 Field Street, Caulfield South",CAULFIELD SOUTH,3162,Glen Eira Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,300,2022-08-02T10:59:58,-37.8890572,145.030518
"8/38 Fitzroy Street, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,495,2022-08-02T09:59:58,-37.86034,144.975876
"20 Kent Street, Kew",KEW,3101,Boroondara City Council - Greater Area,House,3.0,2.0,2,749,2022-08-01T16:37:48,-37.80643,145.040482
"6 Henham Street, Hawthorn East",HAWTHORN EAST,3123,Boroondara City Council - Greater Area,House,4.0,3.0,3,"1,3",2022-08-01T16:14:00,-37.83911,145.047073
"12/108 Maribyrnong Road, Moonee Ponds",MOONEE PONDS,3039,Monash Valley City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,400,2022-08-01T14:34:36,-37.7716064,144.91597
"1306/582 St Kilda Road, Melbourne",MELBOURNE,3004,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,2,110,2022-08-01T14:22:26,-37.849308,144.979416
"1/1271 Malvern Road, Malvern",MALVERN,3144,Stonnington - Greater Area,ApartmentUnitFlat,1.0,1.0,0,330,2022-08-01T12:51:58,-37.85223,145.036011
"90 Hawthorn Grove, Hawthorn",HAWTHORN,3122,Boroondara City Council - Greater Area,Townhouse,2.0,2.0,3,995,2022-08-01T11:59:59,-37.81626,145.036133
"7 Agnes Street, Mont Albert",MONT ALBERT,3127,Boroondara City Council - Greater Area,House,4.0,2.0,2,900,2022-08-01T11:50:51,-37.8206978,145.112991
"2810/7 Riverside Quay, Southbank",SOUTHBANK,3006,Melbourne City Council - Greater Area,ApartmentUnitFlat,3.0,2.0,2,110,2022-07-31T17:26:11,-37.8213348,144.964691
"18/14 Springfield Avenue, Toorak",TOORAK,3142,Stonnington - Greater Area,ApartmentUnitFlat,1.0,1.0,0,320,2022-07-29T11:58:06,-37.8451042,145.01091
"12/37 Domain Street, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,500,2022-07-29T11:36:28,-37.83643,144.978027
"64 Tristania Drive, Point Cook",POINT COOK,3030,Wyndham City Council - Greater Area,House,4.0,2.0,2,475,2022-07-26T09:48:44,-37.90569,144.759613
"106/205-207 Ballarat Road, Footscray",FOOTSCRAY,3011,Maribyrnong City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,400,2022-07-25T17:27:07,-37.79112,144.888733
"7/12 Copelen Street, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,700,2022-07-13T14:40:40,-37.8353844,144.999084
"10 Marne Street, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,House,4.0,2.0,2,100,2022-07-12T12:16:53,-37.8372078,144.983932
"1 Rotorua Street, Caulfield South",CAULFIELD SOUTH,3162,Glen Eira Council - Greater Area,House,2.0,1.0,2,700,2022-08-23T15:28:47,-37.900177,145.027039
"53/1 Sandilands Street, South Melbourne",SOUTH MELBOURNE,3205,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,2,670,2022-08-23T14:48:14,-37.83618,144.968323
"3/8 Hudson St, Caulfield North",CAULFIELD NORTH,3161,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,350,2022-08-23T14:24:47,-37.8792076,145.033691
"22/109 Nimmo Street, Middle Park",MIDDLE PARK,3206,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,495,2022-08-23T12:05:47,-37.8524666,144.9607
"4/45 St Elmo Road, Ivanhoe",IVANHOE,3079,Banyule Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,400,2022-08-23T11:06:29,-37.7627335,145.046
"14/28 Wattle Road, Hawthorn",HAWTHORN,3122,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,375,2022-08-23T09:51:21,-37.8252144,145.0282
"3/9 Frogmore Road, Carnegie",CARNEGIE,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,300,2022-08-22T17:37:23,-37.8943634,145.06398
"1/9 Frogmore Road, Carnegie",CARNEGIE,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,340,2022-08-22T17:25:46,-37.8943634,145.06398
"60 Wingate Street, Bentleigh East",BENTLEIGH EAST,3165,Glen Eira Council - Greater Area,House,3.0,2.0,3,615,2022-08-22T17:11:13,-37.93596,145.063828
"46 JARRAH STREET, Wodonga",WODONGA,3690,Wodonga - Greater Area,House,3.0,2.0,4,480,2022-08-22T16:46:27,-36.1378555,146.880264
"54A Clifton Street, Richmond",RICHMOND,3121,Yarra City Council - Greater Area,House,2.0,1.0,1,700,2022-08-22T16:21:53,-37.8247375,144.995483
"1492 Malvern Road, Glen Iris",GLEN IRIS,3146,Boroondara City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,230,2022-08-22T16:20:58,-37.85421,145.047684
"644 Toorak Road, Toorak",TOORAK,3142,Stonnington - Greater Area,House,3.0,2.0,3,105,2022-08-22T16:04:31,-37.8435631,145.028076
"11/170 Albion Street, Brunswick",BRUNSWICK,3056,Moreland City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,510,2022-08-22T15:58:00,-37.76143,144.966232
"715/5 Olive York Way, Brunswick West",BRUNSWICK WEST,3055,Moreland City Council - Greater Area,House,2.0,1.0,1,440,2022-08-22T15:51:11,-37.7587357,144.939041
"448 Rae Street, Fitzroy North",FITZROY NORTH,3068,Moreland City Council - Greater Area,House,3.0,1.0,1,950,2022-08-22T15:41:30,-37.78185,144.980713
"18 Kirkwood Avenue, Sandringham",SANDRINGHAM,3191,Bayside - Greater Area,House,3.0,1.0,0,665,2022-08-22T15:30:25,-37.9576,145.013489
"1/765 Punt Road, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,0,500,2022-08-22T15:14:43,-37.8366737,144.986588
"104/959 High Street, Armadale",ARMADALE,3143,Stonnington - Greater Area,ApartmentUnitFlat,2.0,2.0,2,850,2022-08-22T15:11:51,-37.85533,145.020172
"15/31 Barnsbury Road, Deepdene",DEEPDENE,3103,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,420,2022-08-22T15:01:47,-37.8118973,145.064957
"8/25 Elliott Avenue, Carnegie",CARNEGIE,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,295,2022-08-22T14:59:12,-37.8902168,145.059738
"8 Alison Street, Mckinnon",MCKINNON,3204,Glen Eira Council - Greater Area,House,4.0,2.0,2,"1,1",2022-08-22T14:49:55,-37.91227,145.044128
"5/2 Capitol Avenue, Mckinnon",MCKINNON,3204,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,480,2022-08-22T14:42:02,-37.90934,145.029129
"2/12 Peacock Street, Brunswick West",BRUNSWICK WEST,3055,Moreland City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,445,2022-08-22T14:40:33,-37.7570038,144.940887
"22 Ellis Road, Glen Iris",GLEN IRIS,3146,Boroondara City Council - Greater Area,House,4.0,2.0,2,"2,5",2022-08-22T14:34:54,-37.85998,145.046951
"60a Barkly Street, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,Townhouse,3.0,2.0,2,930,2022-08-22T14:17:49,-37.8614655,144.982437
"3/18 Gladstone Street, Kew",KEW,3101,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,420,2022-08-22T14:06:21,-37.80235,145.0411
"18 STANGER COURT, Wodonga",WODONGA,3690,Wodonga - Greater Area,House,3.0,2.0,2,450,2022-08-22T14:03:11,-36.1453857,146.871155
"37 Joey Crescent, Deanside",DEANSIDE,3336,Melton City - Greater Area,Townhouse,2.0,2.0,1,370,2022-08-22T14:01:51,-37.74103,144.7012
"7/58 Mason Street, Newport",NEWPORT,3015,Hobsons Bay City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,380,2022-08-22T13:57:34,-37.8417778,144.8782
"27/155 Powlett Street, East Melbourne",EAST MELBOURNE,3002,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,600,2022-08-22T13:20:22,-37.811348,144.98558
"27/352 Canterbury Road, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,540,2022-08-22T12:49:04,-37.8590965,144.976929
"41/64 Fitzroy Street, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,430,2022-08-22T11:08:00,-37.8590431,144.977753
"6/1544 Malvern Road, Glen Iris",GLEN IRIS,3146,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,0,395,2022-08-22T10:05:21,-37.8543663,145.050949
"5/44 Auburn Grove, Hawthorn East",HAWTHORN EAST,3123,Boroondara City Council - Greater Area,Townhouse,3.0,1.0,2,50 ,2022-08-22T09:59:34,-37.825943,145.049
"9/1 Tooronga Road, Malvern East",MALVERN EAST,3145,Stonnington - Greater Area,ApartmentUnitFlat,2.0,1.0,1,450,2022-08-22T09:53:47,-37.8728752,145.0381
"8/108 George Street, East Melbourne",EAST MELBOURNE,3002,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,475,2022-08-22T09:47:01,-37.8152542,144.986786
"405C/2 Snedden Drive, Glen Waverley",GLEN WAVERLEY,3150,Monash City - Greater Area,ApartmentUnitFlat,1.0,1.0,1,430,2022-08-22T09:35:07,-37.87738,145.16449
"5/1 Ardoch Avenue, St Kilda East",ST KILDA EAST,3183,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,575,2022-08-22T09:30:47,-37.8590546,144.998779
"334A Separation Street, Northcote",NORTHCOTE,3070,Darebin City Council - Greater Area,House,3.0,2.0,2,680,2022-08-22T08:54:08,-37.77112,145.013046
"1/13 Clarendon Street, Coburg",COBURG,3058,Darebin City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,390,2022-08-22T08:53:29,-37.7527,144.952042
"10/2 Dundas Street, Thornbury",THORNBURY,3071,Darebin City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,350,2022-08-22T08:48:19,-37.7525749,145.00238
"173 Fortescue Ave, Seaford",SEAFORD,3198,Frankston Council - Greater Area,House,3.0,1.0,2,550,2022-08-20T20:28:40,-38.125206,145.128159
"6 Bower Place, Wodonga",WODONGA,3690,Wodonga - Greater Area,House,3.0,1.0,2,450,2022-08-20T16:10:20,-36.13007,146.8477
"3 Chummie Place, Carlton",CARLTON,3053,Melbourne City Council - Greater Area,House,4.0,2.0,1,920,2022-08-20T00:40:31,-37.80166,144.966278
"2302/135 Abeckett Street, Melbourne",MELBOURNE,3000,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,600,2022-08-19T23:35:33,-37.8097878,144.959641
"647 Queensberry Street, North Melbourne",NORTH MELBOURNE,3051,Melbourne City Council - Greater Area,House,2.0,1.0,0,480,2022-08-19T17:28:00,-37.8028526,144.945938
"13/18 Orange Grove, Balaclava",BALACLAVA,3183,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,300,2022-08-19T17:18:37,-37.86764,144.996582
"2/65 Tibrockney Street, Highett",HIGHETT,3190,Bayside - Greater Area,ApartmentUnitFlat,2.0,1.0,2,350,2022-08-19T16:56:09,-37.9488564,145.034531
"19 Harry St, Doncaster East",DONCASTER EAST,3109,Manningham City - Greater Area,House,3.0,1.0,2,500,2022-08-19T16:41:23,-37.79563,145.164444
"101/43-45 The Avenue, Balaclava",BALACLAVA,3183,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,650,2022-08-19T16:24:24,-37.8719978,144.998154
"108/227 St Georges Road, Northcote",NORTHCOTE,3070,Darebin City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,580,2022-08-19T15:52:37,-37.76539,144.991577
"17 Ropley Grange, Upwey",UPWEY,3158,Yarra Ranges Shire - Greater Area,House,3.0,1.0,2,600,2022-08-19T15:49:55,-37.9014168,145.319855
"913/610 St Kilda Road, Melbourne",MELBOURNE,3004,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,420,2022-08-19T15:36:13,-37.8520432,144.980331
"2/31 Guildford Road, Surrey Hills",SURREY HILLS,3127,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,2,530,2022-08-19T15:28:31,-37.8214,145.089767
"5/481 Albion Street, Brunswick West",BRUNSWICK WEST,3055,Moreland City Council - Greater Area,Townhouse,2.0,2.0,1,450,2022-08-19T15:12:56,-37.7581558,144.942841
"19 Huntingfield Road, Brighton",BRIGHTON,3186,Bayside - Greater Area,House,3.0,2.0,0,"1,0",2022-08-19T15:06:57,-37.91822,144.995926
"103/220 Canterbury Rd, Canterbury",CANTERBURY,3126,Boroondara City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,350,2022-08-19T14:30:15,-37.82464,145.0841
"3 Wise Close, Windsor",WINDSOR,3181,Port Philip City Council - Greater Area,Townhouse,4.0,3.0,2,"1,3",2022-08-19T14:08:05,-37.8564224,144.996841
"2/3 Dalgety Street, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,Studio,1.0,1.0,0,270,2022-08-19T13:51:05,-37.8606339,144.979355
"10/32 Macpherson Street, Footscray",FOOTSCRAY,3011,Maribyrnong City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,345,2022-08-19T13:42:56,-37.7935371,144.890015
"6/32 Macpherson Street, Footscray",FOOTSCRAY,3011,Maribyrnong City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,365,2022-08-19T13:40:52,-37.7935371,144.890015
"3/32 Macpherson Street, Footscray",FOOTSCRAY,3011,Maribyrnong City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,385,2022-08-19T13:38:45,-37.7935371,144.890015
"2 & 3/10 Roseberry Grove, Glen Huntly",GLEN HUNTLY,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,2,360,2022-08-19T13:36:44,-37.8882866,145.040085
"109/6 Station St, Caulfield North",CAULFIELD NORTH,3161,Glen Eira Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,480,2022-08-19T13:09:26,-37.8766174,145.036331
"5/246 Albert Street, East Melbourne",EAST MELBOURNE,3002,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,695,2022-08-19T12:08:48,-37.8101234,144.982834
"105/85 Maling Road, Canterbury",CANTERBURY,3126,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,575,2022-08-19T11:50:54,-37.82523,145.08049
"6/26 Edgevale Road, Kew",KEW,3101,Boroondara City Council - Greater Area,Townhouse,2.0,1.0,2,520,2022-08-19T11:18:54,-37.81431,145.042938
"3/22 Wentworth Avenue, Canterbury",CANTERBURY,3126,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,395,2022-08-19T11:00:31,-37.8207779,145.071609
"1/4 Margaret Street, Richmond",RICHMOND,3121,Yarra City Council - Greater Area,Townhouse,3.0,3.0,2,950,2022-08-19T10:48:09,-37.8231125,144.990173
"1802/7 Claremont Street, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,850,2022-08-19T09:52:39,-37.8382072,144.993546
"2601/14-16 The Esplanade, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,3.0,2.0,2,"2,7",2022-08-19T09:27:54,-37.8650169,144.974686
"6/1-3 Graylings Avenue, St Kilda East",ST KILDA EAST,3183,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,450,2022-08-19T09:16:48,-37.8627319,144.9925
"2 Gardiner Street, Berwick",BERWICK,3806,Casey City - Greater Area,ApartmentUnitFlat,2.0,1.0,2,350,2022-08-19T08:42:23,-38.02415,145.352448
"1/22 Railway Cres, Bentleigh",BENTLEIGH,3204,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,2.0,2,615,2022-08-19T08:36:55,-37.9311447,145.037491
"238B Were Street, Brighton East",BRIGHTON EAST,3187,Bayside - Greater Area,Townhouse,3.0,3.0,2,"1,7",2022-08-18T20:27:35,-37.9276047,145.014572
"G01/313 High Street, Ashburton",ASHBURTON,3147,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,525,2022-08-18T18:06:43,-37.86353,145.083511
"67a Raynes Park Road, Hampton",HAMPTON,3188,Bayside - Greater Area,Townhouse,4.0,3.0,2,"1,1",2022-08-18T17:27:08,-37.9372139,145.0217
"4/50 Bowlers Avenue, Geelong West",GEELONG WEST,3218,Geelong & District - Greater Area,ApartmentUnitFlat,2.0,2.0,1,650,2022-08-18T17:24:01,-38.1434937,144.346466
"42 Neerim Rd, Caulfield",CAULFIELD,3162,Glen Eira Council - Greater Area,House,3.0,1.0,2,620,2022-08-18T17:19:06,-37.88579,145.035339
"211/392 St Georges Road, Fitzroy North",FITZROY NORTH,3068,Moreland City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,460,2022-08-18T17:10:04,-37.778286,144.988434
"11/23 Robe Street, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,310,2022-08-18T17:08:11,-37.86506,144.978119
"3/22 Albert Street, Brunswick East",BRUNSWICK EAST,3057,Moreland City Council - Greater Area,Townhouse,3.0,2.0,1,850,2022-08-18T16:38:31,-37.7695427,144.9667
"8 St Finbars Crescent, Brighton East",BRIGHTON EAST,3187,Bayside - Greater Area,House,5.0,2.0,2,199,2022-08-18T15:50:23,-37.9169,145.0148
"191 Grange Rd, Glen Huntly",GLEN HUNTLY,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,240,2022-08-18T15:13:38,-37.8950768,145.04541
"8 Flourish Walk, Doreen",DOREEN,3754,Nillumbik Shire - Greater Area,ApartmentUnitFlat,2.0,1.0,1,330,2022-08-18T15:05:58,-37.60576,145.1458
"21 McDougall Street, Geelong West",GEELONG WEST,3218,Geelong & District - Greater Area,House,3.0,1.0,2,480,2022-08-18T14:55:05,-38.13776,144.341064
"3/211 Esplanade West, Port Melbourne",PORT MELBOURNE,3207,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,380,2022-08-18T14:50:20,-37.8383179,144.943741
"26 Buckingham Street, Richmond",RICHMOND,3121,Yarra City Council - Greater Area,House,2.0,2.0,1,625,2022-08-18T14:28:43,-37.81393,145.001526
"1/9 Barnato Grove, Armadale",ARMADALE,3143,Stonnington - Greater Area,ApartmentUnitFlat,2.0,1.0,2,460,2022-08-18T14:27:46,-37.85681,145.013153
"2/110 Wellington Street, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,315,2022-08-18T14:24:11,-37.85768,144.990982
"313/757 Toorak Road, Hawthorn East",HAWTHORN EAST,3123,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,540,2022-08-18T14:04:30,-37.8449364,145.042175
"85 Chatsworth Road, Prahran",PRAHRAN,3181,Stonnington - Greater Area,House,4.0,2.0,1,"1,3",2022-08-18T14:02:49,-37.8491936,145.006821
"31A Benambra St, Preston",PRESTON,3072,Darebin City Council - Greater Area,Townhouse,3.0,2.0,2,700,2022-08-18T13:58:00,-37.73337,144.9874
"11 Carthy Street, Altona North",ALTONA NORTH,3025,Hobsons Bay City Council - Greater Area,House,3.0,1.0,2,460,2022-08-18T13:48:20,-37.8287048,144.837418
"10 Bendigo Street, Collingwood",COLLINGWOOD,3066,Yarra City Council - Greater Area,House,3.0,1.0,1,630,2022-08-18T13:17:54,-37.7963562,144.993088
"11 Shelley Street, Richmond",RICHMOND,3121,Yarra City Council - Greater Area,House,2.0,1.0,0,450,2022-08-18T12:49:54,-37.81068,144.993942
"3/101 Grange Road, Glen Huntly",GLEN HUNTLY,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,3.0,3.0,2,650,2022-08-18T12:26:38,-37.8887024,145.0451
"216 Albert Street, Brunswick",BRUNSWICK,3056,Moreland City Council - Greater Area,House,2.0,1.0,1,620,2022-08-18T12:24:04,-37.7696,144.966965
"10 Darling Road, Malvern East",MALVERN EAST,3145,Stonnington - Greater Area,House,5.0,2.0,2,975,2022-08-18T12:21:23,-37.8826866,145.05867
"1/69 Parkhill Road, Kew",KEW,3101,Boroondara City Council - Greater Area,ApartmentUnitFlat,3.0,2.0,2,675,2022-08-18T12:05:40,-37.8053131,145.0526
"8/97 Elgin Street, Carlton",CARLTON,3053,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,540,2022-08-18T11:52:47,-37.7977028,144.9714
"1805/8 Joseph Road, Footscray",FOOTSCRAY,3011,Maribyrnong City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,480,2022-08-18T11:51:42,-37.7992134,144.909912
"1/2 Callanish Road, Camberwell",CAMBERWELL,3124,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,0,550,2022-08-18T11:50:23,-37.84586,145.088043
"1/26 Noble Street, Newtown",NEWTOWN,3220,Geelong & District - Greater Area,Townhouse,3.0,1.0,1,630,2022-08-18T11:35:04,-38.1533241,144.3419
"7/8-10 Hayden Road, Clayton South",CLAYTON SOUTH,3169,Kingston City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,480,2022-08-18T11:16:36,-37.958847,145.134277
"28 Ross Cres, Heathmont",HEATHMONT,3135,Maroondah City - Greater Area,House,3.0,2.0,2,560,2022-08-18T11:13:19,-37.83188,145.233322
"700 Hawthorn Road, Brighton East",BRIGHTON EAST,3187,Bayside - Greater Area,House,3.0,1.0,1,590,2022-08-18T11:11:14,-37.90878,145.017532
"25/885-889 Doncaster Road, Doncaster East",DONCASTER EAST,3109,Manningham City - Greater Area,ApartmentUnitFlat,2.0,1.0,1,450,2022-08-18T10:37:09,-37.7872353,145.147552
"1/2 Manatee Avenue, Mount Eliza",MOUNT ELIZA,3930,Mornington Peninsula & District - Greater Area,Townhouse,4.0,2.0,3,835,2022-08-18T10:29:53,-38.18712,145.07457
"106/525 High St, Prahran",PRAHRAN,3181,Stonnington - Greater Area,ApartmentUnitFlat,2.0,2.0,2,750,2022-08-18T10:02:13,-37.85334,145.005661
"1/11 Marine Parade, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,330,2022-08-18T09:34:16,-37.8699455,144.976425
"202/99 River St, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,600,2022-08-18T09:23:22,-37.83562,144.9977
"5/75 Field Street, Clifton Hill",CLIFTON HILL,3068,Yarra City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,620,2022-08-18T08:57:06,-37.7922935,145.002289
"10 Ormsby Grove, Toorak",TOORAK,3142,Stonnington - Greater Area,House,2.0,2.0,4,145,2022-08-18T08:46:21,-37.84347,145.0091
"6b/168 Victoria Road, Northcote",NORTHCOTE,3070,Darebin City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,370,2022-08-18T08:28:48,-37.7703056,145.011963
"6/65 Clarence Street, Elsternwick",ELSTERNWICK,3185,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,450,2022-08-18T00:11:33,-37.89263,145.012772
"14/37 Vale St, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,315,2022-08-17T21:39:46,-37.86657,144.984772
"1/78 Melville Road, Brunswick West",BRUNSWICK WEST,3055,Moreland City Council - Greater Area,Townhouse,2.0,1.0,1,490,2022-08-17T20:34:31,-37.7575569,144.945374
"1B/378-390 St Georges Road, Fitzroy North",FITZROY NORTH,3068,Moreland City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,470,2022-08-17T18:03:15,-37.7784843,144.988251
"1S/378-390 St Georges Road, Fitzroy North",FITZROY NORTH,3068,Moreland City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,460,2022-08-17T17:37:45,-37.7784843,144.988251
"18 Latham Street, Bentleigh East",BENTLEIGH EAST,3165,Glen Eira Council - Greater Area,House,4.0,3.0,1,875,2022-08-17T17:27:35,-37.9136467,145.068268
"9/5 McGrath Court, Richmond",RICHMOND,3121,Yarra City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,295,2022-08-17T17:10:38,-37.8234673,144.999359
"25/1072 Whitehorse Rd, Box Hill",BOX HILL,3128,Whitehorse City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,0,350,2022-08-17T16:52:34,-37.81927,145.130722
"108A/80 Speakmen Street, Kensington",KENSINGTON,3031,Melbourne City Council - Greater Area,House,2.0,2.0,1,400,2022-08-17T16:46:18,-37.79363,144.9163
